model_rank,batter_name,team,opponent,opposing_pitcher,lineup_slot,venue,park_hr_factor,hr_rating,rating,baseline_rating,matchup_rating,pitcher_vulnerability_rating,pitch_matchup_edge_rating,park_rating,weather_rating,lineup_context_rating,weather_temperature_f,weather_wind_mph,weather_wind_direction_deg,recent_power_rating,barrel_rating,contact_quality_rating,exit_velocity_rating,key_factors,expected_lineup,production_score,ranking_score
186,Jake Rogers,Chicago White Sox,St. Louis Cardinals,Matthew Liberatore,9,Busch Stadium,70.0,3.8,Below average,2.8,5.6,7.9,5.6,4.2,5.5,2.0,,,,3.6,6.2,4.3,5.2,Pitcher vulnerability + Pitch-type matchup,True,0.4404166666666667,0.4404166666666667
187,TJ Rumfield,Colorado Rockies,Detroit Tigers,Framber Valdez,4,Comerica Park,100.0,3.8,Below average,5.2,5.6,3.2,5.6,5.5,6.6,7.0,73.94,6.2758471,96.0,7.2,6.7,2.6,3.9,Recent power + Lineup context,True,0.4355555555555556,0.4355555555555556
188,Jose Altuve,Houston Astros,Tampa Bay Rays,Drew Rasmussen,4,Tropicana Field,107.0,3.7,Below average,5.3,8.2,1.9,8.2,5.8,6.5,7.0,81.5,2.8583066,141.0,3.6,2.4,6.8,4.4,Pitch-type matchup + Lineup context,True,0.4338888888888888,0.4338888888888888
189,Brandon Nimmo,Texas Rangers,Arizona Diamondbacks,TBD,4,Chase Field,213.0,3.7,Below average,2.0,5.5,5.5,5.5,10.0,5.5,7.0,,,,3.6,5.1,8.4,8.7,Ballpark + Lineup context,True,0.4325,0.4325
190,Chandler Simpson,Tampa Bay Rays,Houston Astros,Miguel Ullola,5,Tropicana Field,107.0,3.7,Below average,3.6,1.5,9.5,1.5,5.8,6.5,6.0,81.5,2.8583066,141.0,3.6,1.4,1.2,1.7,Pitcher vulnerability + Weather,True,0.43236111111111114,0.43236111111111114
191,Carlos Jorge,Cincinnati Reds,Milwaukee Brewers,Dustin May,1,American Family Field,88.0,3.6,Below average,7.2,1.5,2.5,1.5,5.0,6.7,10.0,73.22,9.5069763,146.0,3.6,9.4,3.2,3.8,Lineup context + Hitter skill,True,0.42722222222222217,0.42722222222222217
192,Anthony Volpe,New York Yankees,New York Mets,Nolan McLean,9,Yankee Stadium,117.0,3.6,Below average,8.7,3.3,2.2,3.3,6.3,6.5,2.0,76.28,4.6602825,325.0,3.6,1.4,3.3,3.5,Hitter skill + Weather,True,0.4263888888888889,0.4263888888888889
193,Carlos Cortes,Athletics,Seattle Mariners,George Kirby,4,Sutter Health Park,100.0,3.6,Below average,3.1,3.1,7.5,3.1,5.5,5.5,7.0,,,,8.6,3.0,3.4,2.7,Recent power + Pitcher vulnerability,True,0.4259722222222222,0.4259722222222222
194,Ha-Seong Kim,Atlanta Braves,Philadelphia Phillies,Aaron Nola,9,Truist Park,100.0,3.5,Below average,4.5,1.5,8.2,1.5,5.5,6.7,2.0,81.14,9.4448392,176.0,3.6,3.0,2.9,3.7,Pitcher vulnerability + Weather,True,0.4255555555555556,0.4255555555555556
195,Oswald Peraza,Los Angeles Angels,Washington Nationals,Cade Cavalli,7,Nationals Park,105.0,3.5,Below average,5.8,1.5,6.9,1.5,5.7,6.5,4.0,78.25999999999999,3.728226,73.0,3.6,1.4,1.5,2.1,Pitcher vulnerability + Weather,True,0.4247222222222223,0.4247222222222223
196,Jacob Young,Washington Nationals,Los Angeles Angels,Yusei Kikuchi,9,Nationals Park,105.0,3.5,Below average,3.1,2.8,8.9,2.8,5.7,6.5,2.0,78.25999999999999,3.728226,73.0,3.6,3.3,2.4,5.0,Pitcher vulnerability + Weather,True,0.4245833333333333,0.4245833333333333
197,Jung Hoo Lee,San Francisco Giants,San Diego Padres,Robbie Ray,5,Oracle Park,139.0,3.4,Weak,6.0,2.8,2.9,2.8,7.3,6.2,6.0,66.02,15.6585492,280.0,3.6,5.7,7.2,7.2,Ballpark + Weather,True,0.42319444444444443,0.42319444444444443
198,John Peck,Detroit Tigers,Colorado Rockies,Mason Adams,9,Comerica Park,100.0,3.4,Weak,2.5,1.5,9.9,1.5,5.5,6.6,2.0,73.94,6.2758471,96.0,3.6,7.2,3.1,3.5,Pitcher vulnerability + Weather,True,0.4230555555555556,0.4230555555555556
199,Samad Taylor,San Diego Padres,San Francisco Giants,Anthony Molina,8,Oracle Park,139.0,3.4,Weak,6.2,1.5,6.2,1.5,7.3,6.2,3.0,66.02,15.6585492,280.0,3.6,3.5,1.1,1.0,Ballpark + Hitter skill,True,0.42277777777777786,0.42277777777777786
200,Jeremiah Jackson,Baltimore Orioles,Toronto Blue Jays,Max Scherzer,7,Rogers Centre,69.0,3.3,Weak,4.0,4.7,5.5,4.7,4.1,5.9,4.0,66.74000000000001,4.7845567,101.0,3.6,8.7,6.5,3.1,Weather + Pitcher vulnerability,True,0.422361111111111,0.422361111111111
201,Wyatt Langford,Texas Rangers,Arizona Diamondbacks,TBD,5,Chase Field,213.0,3.3,Weak,2.0,5.5,5.5,5.5,10.0,5.5,6.0,,,,6.8,1.8,9.2,6.4,Ballpark + Recent power,True,0.4202777777777778,0.4202777777777778
202,Dominic Smith,Atlanta Braves,Philadelphia Phillies,Aaron Nola,6,Truist Park,100.0,3.3,Weak,2.9,3.6,8.2,3.6,5.5,6.7,5.0,81.14,9.4448392,176.0,3.6,2.0,1.1,5.5,Pitcher vulnerability + Weather,True,0.4197222222222222,0.4197222222222222
203,Otto Lopez,Miami Marlins,Los Angeles Dodgers,TBD,4,loanDepot park,135.0,3.2,Weak,2.0,5.5,5.5,5.5,7.1,6.6,7.0,75.38,7.0214923,207.0,3.6,7.5,7.3,6.6,Ballpark + Lineup context,True,0.4191666666666666,0.4191666666666666
204,Rece Hinds,Baltimore Orioles,Toronto Blue Jays,Max Scherzer,6,Rogers Centre,69.0,3.2,Weak,7.0,1.5,5.5,1.5,4.1,5.9,5.0,66.74000000000001,4.7845567,101.0,3.6,1.4,1.4,2.0,Hitter skill + Weather,True,0.4183333333333332,0.4183333333333332
205,George Lombard,New York Yankees,New York Mets,Nolan McLean,6,Yankee Stadium,117.0,3.2,Weak,5.5,6.4,2.2,6.4,6.3,6.5,5.0,76.28,4.6602825,325.0,7.7,3.9,3.6,2.7,Recent power + Weather,True,0.41347222222222224,0.41347222222222224
206,Alec Bohm,Philadelphia Phillies,Atlanta Braves,Chris Sale,5,Truist Park,100.0,3.1,Weak,5.2,5.9,1.2,5.9,5.5,6.7,6.0,81.14,9.4448392,176.0,8.1,7.8,7.6,4.5,Recent power + Weather,True,0.4116666666666667,0.4116666666666667
207,Luis Arraez,Philadelphia Phillies,Atlanta Braves,Chris Sale,4,Truist Park,100.0,3.1,Weak,8.7,2.3,1.2,2.3,5.5,6.7,7.0,81.14,9.4448392,176.0,3.6,3.2,1.4,3.8,Hitter skill + Lineup context,True,0.4072222222222222,0.4072222222222222
208,Austin Riley,Atlanta Braves,Philadelphia Phillies,Aaron Nola,7,Truist Park,100.0,3.1,Weak,2.0,2.4,8.2,2.4,5.5,6.7,4.0,81.14,9.4448392,176.0,8.6,6.3,2.9,4.6,Recent power + Pitcher vulnerability,True,0.4066666666666667,0.4066666666666667
209,Iván Herrera,St. Louis Cardinals,Chicago White Sox,Anthony Kay,2,Busch Stadium,70.0,3.0,Weak,2.5,5.7,5.2,5.7,4.2,5.5,9.0,,,,9.0,3.2,4.1,5.1,Recent power + Lineup context,True,0.40472222222222226,0.40472222222222226
210,James McCann,Arizona Diamondbacks,Texas Rangers,TBD,7,Chase Field,213.0,3.0,Weak,2.0,5.5,5.5,5.5,10.0,5.5,4.0,,,,8.4,5.9,4.4,4.4,Ballpark + Recent power,True,0.40458333333333335,0.40458333333333335
211,Kazuma Okamoto,Toronto Blue Jays,Baltimore Orioles,Chris Bassitt,5,Rogers Centre,69.0,3.0,Weak,1.4,8.3,3.5,8.3,4.1,5.9,6.0,66.74000000000001,4.7845567,101.0,9.3,9.1,7.0,9.1,Recent power + Pitch-type matchup,True,0.40374999999999994,0.40374999999999994
212,Steven Kwan,Cleveland Guardians,Minnesota Twins,Taj Bradley,1,Target Field,113.0,2.9,Weak,4.3,2.2,6.5,2.2,6.1,5.5,10.0,,,,3.6,1.9,1.1,1.1,Lineup context + Pitcher vulnerability,True,0.4015277777777778,0.4015277777777778
213,Brice Turang,Milwaukee Brewers,Cincinnati Reds,Andrew Abbott,2,American Family Field,88.0,2.9,Weak,2.0,7.5,5.9,7.5,5.0,6.7,9.0,73.22,9.5069763,146.0,3.6,1.9,1.8,2.8,Lineup context + Pitch-type matchup,True,0.40152777777777776,0.40152777777777776
214,Brett Bateman,Toronto Blue Jays,Baltimore Orioles,Chris Bassitt,1,Rogers Centre,69.0,2.9,Weak,7.3,1.5,3.5,1.5,4.1,5.9,10.0,66.74000000000001,4.7845567,101.0,3.6,1.4,1.3,2.2,Lineup context + Hitter skill,True,0.4009722222222222,0.4009722222222222
215,Alex Freeland,Los Angeles Dodgers,Miami Marlins,Ryan Gusto,8,loanDepot park,135.0,2.8,Weak,5.7,1.5,4.9,1.5,7.1,6.6,3.0,75.38,7.0214923,207.0,3.6,5.7,2.7,4.3,Ballpark + Weather,True,0.4006944444444445,0.4006944444444445
216,Nick Madrigal,Tampa Bay Rays,Houston Astros,Miguel Ullola,6,Tropicana Field,107.0,2.8,Weak,2.0,1.5,9.5,1.5,5.8,6.5,5.0,81.5,2.8583066,141.0,3.6,1.4,2.6,6.1,Pitcher vulnerability + Weather,True,0.3976388888888889,0.3976388888888889
217,Josh Naylor,Seattle Mariners,Athletics,Jeffrey Springs,6,Sutter Health Park,100.0,2.8,Weak,1.4,4.0,9.2,4.0,5.5,5.5,5.0,,,,3.6,1.4,5.5,1.7,Pitcher vulnerability + Ballpark,True,0.3975,0.3975
218,Trevor Larnach,Minnesota Twins,Cleveland Guardians,Parker Messick,6,Target Field,113.0,2.7,Weak,3.4,3.7,3.9,3.7,6.1,5.5,5.0,,,,8.9,6.0,7.7,8.5,Recent power + Ballpark,True,0.3940277777777778,0.3940277777777778
219,Pedro Ramírez,Chicago Cubs,Pittsburgh Pirates,Wilber Dotel,7,Wrigley Field,107.0,2.7,Weak,4.2,7.7,1.5,7.7,5.8,6.7,4.0,74.3,9.5069763,124.0,8.1,8.1,5.2,3.3,Recent power + Pitch-type matchup,True,0.3934722222222222,0.3934722222222222
220,Juan Brito,Cincinnati Reds,Milwaukee Brewers,Dustin May,6,American Family Field,88.0,2.7,Weak,4.3,7.2,2.5,7.2,5.0,6.7,5.0,73.22,9.5069763,146.0,9.3,5.5,1.2,2.7,Recent power + Pitch-type matchup,True,0.3923611111111111,0.3923611111111111
221,Brock Rodden,Seattle Mariners,Athletics,Jeffrey Springs,9,Sutter Health Park,100.0,2.6,Weak,2.5,1.5,9.2,1.5,5.5,5.5,2.0,,,,3.6,2.0,3.0,7.4,Pitcher vulnerability + Ballpark,True,0.39166666666666666,0.39166666666666666
222,Tommy Edman,Los Angeles Dodgers,Miami Marlins,Ryan Gusto,1,loanDepot park,135.0,2.6,Weak,2.0,4.8,4.9,4.8,7.1,6.6,10.0,75.38,7.0214923,207.0,7.2,2.4,5.2,6.3,Lineup context + Recent power,True,0.39124999999999993,0.39124999999999993
223,Mauricio Dubón,Atlanta Braves,Philadelphia Phillies,Aaron Nola,5,Truist Park,100.0,2.6,Weak,2.0,2.7,8.2,2.7,5.5,6.7,6.0,81.14,9.4448392,176.0,3.6,4.4,5.0,1.8,Pitcher vulnerability + Weather,True,0.39111111111111113,0.39111111111111113
224,Tyler Heineman,Los Angeles Angels,Washington Nationals,Cade Cavalli,9,Nationals Park,105.0,2.5,Poor,5.2,1.5,6.9,1.5,5.7,6.5,2.0,78.25999999999999,3.728226,73.0,3.6,1.4,1.5,1.1,Pitcher vulnerability + Weather,True,0.3894444444444445,0.3894444444444445
225,Kyle Schwarber,Philadelphia Phillies,Atlanta Braves,Chris Sale,1,Truist Park,100.0,2.5,Poor,2.0,8.9,1.2,8.9,5.5,6.7,10.0,81.14,9.4448392,176.0,10.0,7.6,5.0,8.3,Recent power + Lineup context,True,0.38930555555555557,0.38930555555555557
226,Evan Carter,Texas Rangers,Arizona Diamondbacks,TBD,6,Chase Field,213.0,2.5,Poor,2.0,5.5,5.5,5.5,10.0,5.5,5.0,,,,8.4,4.2,2.5,2.8,Ballpark + Recent power,True,0.3884722222222222,0.3884722222222222
227,Jordan Beck,Colorado Rockies,Detroit Tigers,Framber Valdez,8,Comerica Park,100.0,2.4,Poor,7.7,1.5,3.2,1.5,5.5,6.6,3.0,73.94,6.2758471,96.0,3.6,2.6,3.2,1.3,Hitter skill + Weather,True,0.3879166666666667,0.3879166666666667
228,Turner Hill,San Francisco Giants,San Diego Padres,Robbie Ray,2,Oracle Park,139.0,2.4,Poor,5.5,1.5,2.9,1.5,7.3,6.2,9.0,66.02,15.6585492,280.0,3.6,3.6,7.1,5.6,Lineup context + Ballpark,True,0.38569444444444445,0.38569444444444445
229,Cooper Pratt,Milwaukee Brewers,Cincinnati Reds,Andrew Abbott,9,American Family Field,88.0,2.4,Poor,3.8,5.2,5.9,5.2,5.0,6.7,2.0,73.22,9.5069763,146.0,3.6,2.5,2.0,2.1,Weather + Pitcher vulnerability,True,0.3847222222222222,0.3847222222222222
230,Héctor Rodríguez,Cincinnati Reds,Milwaukee Brewers,Dustin May,5,American Family Field,88.0,2.3,Poor,1.4,10.0,2.5,10.0,5.0,6.7,6.0,73.22,9.5069763,146.0,3.6,7.0,7.3,8.6,Pitch-type matchup + Weather,True,0.3804166666666666,0.3804166666666666
231,Nick Loftin,Kansas City Royals,Boston Red Sox,Sonny Gray,6,Fenway Park,92.0,2.3,Poor,4.5,3.9,4.5,3.9,5.1,6.6,5.0,71.78,5.2195164,295.0,3.6,3.2,1.7,4.4,Weather + Ballpark,True,0.3754166666666667,0.3754166666666667
232,Chase Meidroth,Chicago White Sox,St. Louis Cardinals,Matthew Liberatore,7,Busch Stadium,70.0,2.3,Poor,2.7,2.5,7.9,2.5,4.2,5.5,4.0,,,,3.6,2.8,3.0,4.8,Pitcher vulnerability + Weather,True,0.3752777777777778,0.3752777777777778
233,Yordan Alvarez,Houston Astros,Tampa Bay Rays,Drew Rasmussen,2,Tropicana Field,107.0,2.2,Poor,2.0,9.4,1.9,9.4,5.8,6.5,9.0,81.5,2.8583066,141.0,6.3,5.1,6.3,4.0,Pitch-type matchup + Lineup context,True,0.37374999999999997,0.37374999999999997
234,Christian Moore,Los Angeles Angels,Washington Nationals,Cade Cavalli,5,Nationals Park,105.0,2.2,Poor,2.0,1.5,6.9,1.5,5.7,6.5,6.0,78.25999999999999,3.728226,73.0,3.6,3.4,9.3,5.6,Pitcher vulnerability + Weather,True,0.36458333333333337,0.36458333333333337
235,Carson Benge,New York Mets,New York Yankees,Carlos Rodón,4,Yankee Stadium,117.0,2.2,Poor,2.0,7.8,4.2,7.8,6.3,6.5,7.0,76.28,4.6602825,325.0,3.6,3.1,2.5,2.6,Pitch-type matchup + Lineup context,True,0.3613888888888889,0.3613888888888889
236,Austin Wells,New York Yankees,New York Mets,Nolan McLean,8,Yankee Stadium,117.0,2.1,Poor,2.5,9.0,2.2,9.0,6.3,6.5,3.0,76.28,4.6602825,325.0,3.6,5.7,4.8,6.6,Pitch-type matchup + Weather,True,0.35736111111111113,0.35736111111111113
237,José Fermín,St. Louis Cardinals,Chicago White Sox,Anthony Kay,9,Busch Stadium,70.0,2.1,Poor,3.9,2.9,5.2,2.9,4.2,5.5,2.0,,,,3.6,3.1,5.4,6.7,Weather + Pitcher vulnerability,True,0.355,0.355
238,Nasim Nuñez,Washington Nationals,Los Angeles Angels,Yusei Kikuchi,8,Nationals Park,105.0,2.1,Poor,1.1,2.1,8.9,2.1,5.7,6.5,3.0,78.25999999999999,3.728226,73.0,3.6,5.3,2.6,3.0,Pitcher vulnerability + Weather,True,0.3526388888888889,0.3526388888888889
239,Charles McAdoo,Toronto Blue Jays,Baltimore Orioles,Chris Bassitt,2,Rogers Centre,69.0,2.0,Poor,2.0,8.6,3.5,8.6,4.1,5.9,9.0,66.74000000000001,4.7845567,101.0,3.6,3.8,1.9,2.5,Lineup context + Pitch-type matchup,True,0.3508333333333333,0.3508333333333333
240,Garrett Mitchell,Milwaukee Brewers,Cincinnati Reds,Andrew Abbott,8,American Family Field,88.0,2.0,Poor,2.0,4.5,5.9,4.5,5.0,6.7,3.0,73.22,9.5069763,146.0,3.6,3.3,5.2,5.5,Weather + Pitcher vulnerability,True,0.34944444444444445,0.34944444444444445
241,Ernie Clement,Toronto Blue Jays,Baltimore Orioles,Chris Bassitt,7,Rogers Centre,69.0,2.0,Poor,6.1,2.9,3.5,2.9,4.1,5.9,4.0,66.74000000000001,4.7845567,101.0,3.6,1.4,1.3,1.2,Hitter skill + Weather,True,0.3468055555555555,0.3468055555555555
242,Isaac Collins,Kansas City Royals,Boston Red Sox,Sonny Gray,9,Fenway Park,92.0,1.9,Poor,4.6,2.3,4.5,2.3,5.1,6.6,2.0,71.78,5.2195164,295.0,3.6,3.0,2.1,6.2,Weather + Ballpark,True,0.34374999999999994,0.34374999999999994
243,Michael Busch,Chicago Cubs,Pittsburgh Pirates,Wilber Dotel,3,Wrigley Field,107.0,1.9,Poor,2.0,6.7,1.5,6.7,5.8,6.7,8.0,74.3,9.5069763,124.0,8.1,4.5,8.8,7.6,Recent power + Lineup context,True,0.3436111111111111,0.3436111111111111
244,Andrés Giménez,Toronto Blue Jays,Baltimore Orioles,Chris Bassitt,6,Rogers Centre,69.0,1.9,Poor,3.4,4.7,3.5,4.7,4.1,5.9,5.0,66.74000000000001,4.7845567,101.0,7.7,4.6,5.3,1.9,Recent power + Weather,True,0.34236111111111106,0.34236111111111106
245,John Rave,Kansas City Royals,Boston Red Sox,Sonny Gray,7,Fenway Park,92.0,1.8,Poor,1.4,7.0,4.5,7.0,5.1,6.6,4.0,71.78,5.2195164,295.0,9.5,3.6,2.1,3.3,Recent power + Pitch-type matchup,True,0.34152777777777776,0.34152777777777776
246,Christian Koss,San Francisco Giants,San Diego Padres,Robbie Ray,9,Oracle Park,139.0,1.8,Poor,2.8,5.8,2.9,5.8,7.3,6.2,2.0,66.02,15.6585492,280.0,9.9,4.8,4.5,1.3,Recent power + Ballpark,True,0.3309722222222222,0.3309722222222222
247,Carlos Narváez,Baltimore Orioles,Toronto Blue Jays,Max Scherzer,9,Rogers Centre,69.0,1.8,Poor,4.1,1.5,5.5,1.5,4.1,5.9,2.0,66.74000000000001,4.7845567,101.0,3.6,4.1,3.5,3.4,Weather + Pitcher vulnerability,True,0.33083333333333326,0.33083333333333326
248,Carson Kelly,Chicago Cubs,Pittsburgh Pirates,Wilber Dotel,9,Wrigley Field,107.0,1.7,Poor,3.5,7.6,1.5,7.6,5.8,6.7,2.0,74.3,9.5069763,124.0,3.6,5.2,6.4,2.9,Pitch-type matchup + Weather,True,0.32986111111111105,0.32986111111111105
249,Brandon Marsh,Philadelphia Phillies,Atlanta Braves,Chris Sale,7,Truist Park,100.0,1.7,Poor,2.0,8.4,1.2,8.4,5.5,6.7,4.0,81.14,9.4448392,176.0,3.6,9.6,7.9,5.4,Pitch-type matchup + Weather,True,0.3293055555555556,0.3293055555555556
250,Ezequiel Tovar,Colorado Rockies,Detroit Tigers,Framber Valdez,9,Comerica Park,100.0,1.7,Poor,3.8,2.9,3.2,2.9,5.5,6.6,2.0,73.94,6.2758471,96.0,3.6,9.7,6.7,3.1,Weather + Ballpark,True,0.3273611111111111,0.3273611111111111
251,Brandon Valenzuela,Toronto Blue Jays,Baltimore Orioles,Chris Bassitt,8,Rogers Centre,69.0,1.6,Poor,3.6,4.1,3.5,4.1,4.1,5.9,3.0,66.74000000000001,4.7845567,101.0,3.6,3.6,5.8,6.0,Weather + Pitch-type matchup,True,0.3258333333333333,0.3258333333333333
252,Thomas Saggese,St. Louis Cardinals,Chicago White Sox,Anthony Kay,7,Busch Stadium,70.0,1.6,Poor,1.4,4.7,5.2,4.7,4.2,5.5,4.0,,,,3.6,6.1,4.0,7.6,Weather + Pitcher vulnerability,True,0.32319444444444445,0.32319444444444445
253,Nicky Lopez,Texas Rangers,Arizona Diamondbacks,TBD,8,Chase Field,213.0,1.6,Poor,1.4,5.5,5.5,5.5,10.0,5.5,3.0,,,,3.6,1.4,2.2,1.2,Ballpark + Pitcher vulnerability,True,0.3177777777777778,0.3177777777777778
254,Connor Norby,Colorado Rockies,Detroit Tigers,Framber Valdez,2,Comerica Park,100.0,1.5,Poor,1.1,2.0,3.2,2.0,5.5,6.6,9.0,73.94,6.2758471,96.0,8.8,9.7,9.3,4.7,Lineup context + Recent power,True,0.30041666666666667,0.30041666666666667
255,JJ Bleday,Cincinnati Reds,Milwaukee Brewers,Dustin May,4,American Family Field,88.0,1.5,Poor,1.4,6.4,2.5,6.4,5.0,6.7,7.0,73.22,9.5069763,146.0,3.6,7.9,3.9,4.0,Lineup context + Weather,True,0.29638888888888887,0.29638888888888887
256,TJ Friedl,Cincinnati Reds,Milwaukee Brewers,Dustin May,8,American Family Field,88.0,1.5,Poor,2.0,3.6,2.5,3.6,5.0,6.7,3.0,73.22,9.5069763,146.0,9.5,4.2,6.2,4.9,Recent power + Weather,True,0.27,0.27
257,Jonah Cox,San Francisco Giants,San Diego Padres,Robbie Ray,4,Oracle Park,139.0,1.4,Avoid,1.4,4.6,2.9,4.6,7.3,6.2,7.0,66.02,15.6585492,280.0,3.6,5.6,3.8,1.5,Ballpark + Lineup context,True,0.26708333333333334,0.26708333333333334
258,Nico Hoerner,Chicago Cubs,Pittsburgh Pirates,Wilber Dotel,6,Wrigley Field,107.0,1.4,Avoid,3.7,2.6,1.5,2.6,5.8,6.7,5.0,74.3,9.5069763,124.0,3.6,4.2,5.1,4.3,Weather + Ballpark,True,0.26611111111111113,0.26611111111111113
259,Christian Vázquez,Houston Astros,Tampa Bay Rays,Drew Rasmussen,9,Tropicana Field,107.0,1.4,Avoid,2.0,7.9,1.9,7.9,5.8,6.5,2.0,81.5,2.8583066,141.0,3.6,4.6,1.6,1.4,Pitch-type matchup + Weather,True,0.2661111111111111,0.2661111111111111
260,Ian Happ,Chicago Cubs,Pittsburgh Pirates,Wilber Dotel,5,Wrigley Field,107.0,1.3,Avoid,1.4,6.3,1.5,6.3,5.8,6.7,6.0,74.3,9.5069763,124.0,3.6,6.6,2.7,4.9,Weather + Pitch-type matchup,True,0.25916666666666666,0.25916666666666666
261,Victor Caratini,Minnesota Twins,Cleveland Guardians,Parker Messick,8,Target Field,113.0,1.3,Avoid,1.1,3.4,3.9,3.4,6.1,5.5,3.0,,,,3.6,3.0,5.7,6.2,Ballpark + Weather,True,0.24874999999999997,0.24874999999999997
262,Bryson Stott,Philadelphia Phillies,Atlanta Braves,Chris Sale,6,Truist Park,100.0,1.3,Avoid,2.7,3.9,1.2,3.9,5.5,6.7,5.0,81.14,9.4448392,176.0,3.6,5.2,2.3,6.8,Weather + Ballpark,True,0.2473611111111111,0.2473611111111111
263,Grant McCray,San Francisco Giants,San Diego Padres,Robbie Ray,8,Oracle Park,139.0,1.2,Avoid,2.0,2.6,2.9,2.6,7.3,6.2,3.0,66.02,15.6585492,280.0,8.5,6.4,1.6,1.4,Recent power + Ballpark,True,0.24569444444444447,0.24569444444444447
264,Cole Carrigg,Colorado Rockies,Detroit Tigers,Framber Valdez,5,Comerica Park,100.0,1.2,Avoid,1.4,2.5,3.2,2.5,5.5,6.6,6.0,73.94,6.2758471,96.0,7.2,5.3,2.4,2.4,Recent power + Weather,True,0.23875,0.23875
265,Will Banfield,Cincinnati Reds,Milwaukee Brewers,Dustin May,7,American Family Field,88.0,1.2,Avoid,3.3,1.5,2.5,1.5,5.0,6.7,4.0,73.22,9.5069763,146.0,3.6,1.4,6.7,1.3,Weather + Ballpark,True,0.23472222222222222,0.23472222222222222
266,Myles Straw,Toronto Blue Jays,Baltimore Orioles,Chris Bassitt,9,Rogers Centre,69.0,1.1,Avoid,3.2,1.5,3.5,1.5,4.1,5.9,2.0,66.74000000000001,4.7845567,101.0,3.6,2.6,2.2,1.5,Weather + Ballpark,True,0.22569444444444448,0.22569444444444448
267,Justin Crawford,Philadelphia Phillies,Atlanta Braves,Chris Sale,8,Truist Park,100.0,1.1,Avoid,2.9,1.5,1.2,1.5,5.5,6.7,3.0,81.14,9.4448392,176.0,3.6,1.4,9.0,6.1,Weather + Ballpark,True,0.2120833333333333,0.2120833333333333
268,Walker Jenkins,Minnesota Twins,Cleveland Guardians,Parker Messick,9,Target Field,113.0,1.1,Avoid,1.4,1.5,3.9,1.5,6.1,5.5,2.0,,,,3.6,3.7,4.7,3.9,Ballpark + Weather,True,0.21069444444444446,0.21069444444444446
269,Rafael Marchán,Philadelphia Phillies,Atlanta Braves,Chris Sale,9,Truist Park,100.0,1.0,Avoid,2.0,6.1,1.2,6.1,5.5,6.7,2.0,81.14,9.4448392,176.0,3.6,3.3,1.2,1.1,Weather + Pitch-type matchup,True,0.20777777777777778,0.20777777777777778
270,Drew Cavanaugh,San Francisco Giants,San Diego Padres,Robbie Ray,7,Oracle Park,139.0,1.0,Avoid,1.1,1.5,2.9,1.5,7.3,6.2,4.0,66.02,15.6585492,280.0,3.6,4.2,5.0,1.9,Ballpark + Weather,True,0.18958333333333333,0.18958333333333333
